CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
50655,1,1,0.5830625992763373,True
51480,0,1,0.5821898408764772,False
53161,0,1,0.5805556564305209,False
52203,1,1,0.5797401203909193,True
55622,1,1,0.5753443133343152,True
50536,1,1,0.5749535017257884,True
52208,0,1,0.5742641815490308,False
50008,1,1,0.57385453059984,True
52006,1,1,0.5730765874368418,True
53415,0,1,0.5716264412429392,False
54885,0,1,0.5712162384768488,False
51258,0,1,0.5709960310585779,False
51388,1,1,0.5709111835395135,True
52728,0,1,0.5704601679344212,False
55165,0,1,0.5675550854312441,False
50036,0,1,0.5674701011146971,False
52835,1,1,0.5669192951260801,True
54098,0,1,0.5664582593876627,False
54930,0,1,0.563092430820242,False
54164,0,1,0.5610335193957346,False
54994,0,1,0.5604523004816495,False
50744,0,1,0.5537995397438004,False
50488,0,1,0.5531206810293056,False
54940,1,1,0.5515521340685455,True
54365,1,1,0.5514115903298924,True
53254,0,1,0.5504167540761042,False
53601,0,1,0.5468013940129514,False
52594,0,1,0.5466298507199868,False
51124,0,1,0.5453897713819191,False
54631,0,1,0.5420879403090776,False
51298,0,1,0.5394442237011066,False
52017,0,1,0.5390733253027086,False
55063,0,1,0.5382455746927818,False
55409,0,1,0.5372563596035461,False
52827,1,1,0.5353571389037964,True
54677,0,1,0.5352552897549167,False
54500,0,1,0.5344841315312117,False
53329,0,1,0.5336348996872485,False
54158,0,1,0.5283655840629874,False
53364,0,1,0.5271143155223565,False
54073,0,1,0.5262203483026129,False
50056,0,1,0.5257147653626422,False
50988,1,1,0.52529214562111,True
52214,0,1,0.5206453558989588,False
52871,0,1,0.5190543212497858,False
51213,0,1,0.5184684267291876,False
55018,1,1,0.5175134607310511,True
55244,1,1,0.5160371010090012,True
52468,0,1,0.5149601054311552,False
55583,0,1,0.5149526297370364,False
54363,0,1,0.5144910879037461,False
52159,1,1,0.512453853689528,True
52416,0,1,0.5109260299409499,False
51346,1,1,0.5050819938603883,True
50479,0,1,0.5044237528510531,False
